0material_id,material_name,category,route,recycling_rate,energy_MJ_per_kg,carbon_kgCO2_per_kg,scrap_recovery_rate,mci,transport_km,renewable_share
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,16.26,0.9,0.88,0.83,387,0.41
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,12.18,0.64,0.95,0.79,716,0.18
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,13.37,0.75,0.85,0.76,933,0.19
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,12.57,0.64,0.93,0.76,482,0.46
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,17.2,0.89,0.89,0.8,823,0.54
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,15.48,0.89,0.88,0.76,645,0.49
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,12.53,0.72,0.9,0.85,358,0.41
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,11.85,0.68,0.94,0.82,921,0.46
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.86,13.64,0.81,0.88,0.75,750,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,11.6,0.65,0.86,0.83,605,0.37
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,15.65,0.86,0.89,0.85,496,0.29
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,15.57,0.87,0.86,0.85,800,0.4
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.88,12.41,0.63,0.95,0.83,749,0.18
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,15.36,0.81,0.91,0.81,547,0.25
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,15.41,0.86,0.89,0.87,666,0.55
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,12.17,0.61,0.88,0.72,686,0.17
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,11.22,0.61,0.88,0.81,684,0.15
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,15.08,0.83,0.88,0.79,460,0.6
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,14.98,0.83,0.88,0.85,658,0.37
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,16.48,0.94,0.89,0.87,456,0.34
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,11.45,0.6,0.89,0.84,689,0.17
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.8,12.92,0.75,0.92,0.74,747,0.42
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,13.64,0.8,0.88,0.83,339,0.54
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,11.14,0.65,0.89,0.86,545,0.39
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,13.23,0.76,0.93,0.77,689,0.37
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,12.37,0.67,0.93,0.84,552,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,14.88,0.79,0.85,0.83,800,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.88,17.68,0.99,0.86,0.76,426,0.15
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,13.89,0.75,0.91,0.83,957,0.48
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,12.97,0.67,0.88,0.81,556,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,18.84,1.11,0.9,0.81,297,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,14.52,0.84,0.91,0.89,401,0.2
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,19.35,1.03,0.93,0.78,486,0.25
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,13.12,0.76,0.89,0.85,519,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,12.73,0.68,0.86,0.79,271,0.34
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,11.99,0.64,0.86,0.72,393,0.45
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,13.99,0.72,0.91,0.82,721,0.45
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.8,11.93,0.6,0.87,0.7,533,0.33
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,15.18,0.89,0.88,0.8,401,0.21
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,15.06,0.89,0.86,0.7,364,0.58
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,16.96,0.89,0.92,0.77,570,0.25
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,10.55,0.56,0.87,0.7,236,0.34
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,10.86,0.54,0.87,0.86,601,0.47
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,10.88,0.56,0.92,0.81,891,0.16
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,10.93,0.64,0.88,0.73,704,0.6
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,13.96,0.72,0.87,0.77,311,0.15
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,13.51,0.79,0.9,0.85,571,0.55
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,17.09,0.99,0.94,0.86,242,0.25
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,14.64,0.77,0.91,0.79,918,0.47
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,18.46,1.11,0.88,0.73,806,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,13.83,0.73,0.87,0.8,958,0.46
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,15.68,0.88,0.88,0.82,538,0.35
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,14.45,0.73,0.95,0.8,452,0.26
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,12.95,0.75,0.9,0.76,625,0.29
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,12.67,0.68,0.87,0.83,805,0.51
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,17.98,0.93,0.91,0.86,837,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,12.85,0.66,0.91,0.83,703,0.19
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,14.24,0.74,0.89,0.83,947,0.46
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,13.93,0.76,0.91,0.82,537,0.49
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,16.88,0.89,0.85,0.81,315,0.17
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,12.76,0.72,0.93,0.86,918,0.53
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,11.66,0.6,0.86,0.77,335,0.19
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,10.97,0.62,0.91,0.83,749,0.2
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,10.33,0.58,0.9,0.83,956,0.19
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.8,18.09,1.03,0.94,0.76,226,0.26
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,15.29,0.86,0.9,0.73,689,0.39
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,14.79,0.8,0.91,0.85,624,0.51
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,19.73,1.11,0.87,0.81,718,0.31
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,14.85,0.84,0.89,0.86,330,0.16
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,15.09,0.84,0.9,0.76,241,0.21
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,15.7,0.84,0.91,0.74,599,0.34
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,13.81,0.8,0.89,0.74,581,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,19.79,1.08,0.93,0.76,937,0.21
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,19.62,1.15,0.85,0.77,822,0.35
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,18.8,1.01,0.88,0.81,527,0.32
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,13.56,0.69,0.88,0.73,825,0.42
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,13.14,0.78,0.89,0.85,393,0.38
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.88,19.83,1.19,0.85,0.75,390,0.21
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,19.9,1.06,0.94,0.9,973,0.46
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,11.57,0.65,0.89,0.75,609,0.36
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.8,16.82,1.01,0.94,0.76,733,0.55
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,11.15,0.64,0.86,0.7,834,0.55
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,10.98,0.64,0.94,0.77,356,0.52
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,12.2,0.7,0.89,0.73,808,0.29
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,12.22,0.72,0.89,0.83,229,0.23
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.86,18.71,1.04,0.92,0.8,201,0.37
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,10.94,0.55,0.92,0.85,535,0.35
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,10.91,0.56,0.91,0.79,516,0.32
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,16.89,0.88,0.87,0.86,980,0.57
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,19.97,1.04,0.86,0.7,224,0.54
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,16.2,0.93,0.89,0.81,220,0.42
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,15.32,0.77,0.89,0.82,707,0.27
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,16.61,0.87,0.89,0.8,910,0.54
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,14.2,0.84,0.93,0.85,940,0.57
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,13.11,0.69,0.95,0.83,739,0.17
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,16.88,0.91,0.9,0.73,895,0.29
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,17.24,0.95,0.89,0.82,774,0.39
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,16.71,0.88,0.93,0.78,844,0.44
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,15.55,0.82,0.86,0.81,955,0.33
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.8,14.82,0.8,0.91,0.73,953,0.4
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,19.04,0.99,0.91,0.77,816,0.37
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,11.3,0.68,0.91,0.83,452,0.32
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,17.58,0.93,0.91,0.82,243,0.58
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,11.06,0.66,0.86,0.78,760,0.44
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.88,15.39,0.83,0.93,0.82,312,0.33
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,14.24,0.74,0.88,0.79,301,0.32
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.8,10.65,0.6,0.89,0.71,721,0.23
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,11.99,0.71,0.89,0.77,829,0.21
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,14.13,0.85,0.86,0.74,583,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.98,19.73,1.1,0.86,0.85,387,0.3
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,15.97,0.8,0.85,0.8,615,0.53
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,17.06,0.9,0.95,0.89,472,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,15.95,0.86,0.88,0.82,999,0.36
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.8,18.53,1.04,0.94,0.75,387,0.35
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,10.47,0.59,0.91,0.9,958,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,17.18,0.97,0.9,0.83,303,0.5
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,10.58,0.62,0.86,0.73,864,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.88,16.31,0.83,0.92,0.81,787,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,10.49,0.54,0.95,0.86,553,0.48
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,14.56,0.75,0.92,0.76,526,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,16.58,0.84,0.92,0.77,605,0.36
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,12.49,0.63,0.87,0.8,982,0.38
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,12.09,0.67,0.91,0.76,486,0.32
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,12.43,0.67,0.88,0.74,458,0.47
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.88,12.32,0.62,0.9,0.79,753,0.28
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,15.14,0.88,0.93,0.83,221,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,17.25,0.94,0.87,0.73,258,0.27
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,17.5,0.98,0.88,0.81,573,0.18
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,19.23,0.99,0.86,0.79,890,0.45
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.88,19.12,1.13,0.92,0.81,465,0.24
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,11.38,0.64,0.91,0.9,925,0.57
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,12.73,0.67,0.9,0.83,514,0.57
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,17.02,0.95,0.92,0.81,318,0.53
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,14.2,0.78,0.94,0.93,231,0.27
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,11.8,0.62,0.87,0.72,266,0.42
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,16.1,0.96,0.92,0.8,334,0.42
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,13.34,0.76,0.87,0.71,703,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,15.21,0.91,0.87,0.74,690,0.45
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,19.3,1.13,0.87,0.74,773,0.52
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.86,11.26,0.59,0.9,0.77,572,0.58
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,15.81,0.91,0.86,0.72,226,0.31
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,15.79,0.87,0.95,0.86,442,0.37
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,18.4,1.03,0.87,0.74,486,0.18
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,19.64,1.12,0.95,0.92,536,0.6
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,15.64,0.81,0.95,0.86,487,0.49
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,13.73,0.78,0.87,0.82,305,0.44
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,10.77,0.62,0.93,0.91,567,0.49
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,16.27,0.91,0.93,0.87,807,0.4
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,19.97,1.01,0.87,0.84,252,0.48
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,17.5,0.93,0.9,0.76,266,0.28
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,18.91,0.98,0.88,0.83,282,0.16
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,18.07,0.96,0.86,0.7,476,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,17.89,1.04,0.88,0.8,221,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.8,15.63,0.88,0.93,0.75,704,0.28
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,17.63,0.93,0.85,0.72,912,0.42
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,14.0,0.77,0.93,0.87,434,0.4
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,19.31,1.0,0.89,0.8,720,0.24
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,19.41,1.02,0.86,0.82,293,0.48
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,10.1,0.53,0.94,0.88,621,0.22
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,12.36,0.65,0.95,0.79,908,0.3
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,18.99,0.95,0.87,0.78,303,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,13.73,0.72,0.88,0.83,262,0.25
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,13.39,0.71,0.91,0.84,780,0.49
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,13.64,0.73,0.94,0.86,593,0.58
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,16.77,0.97,0.94,0.84,734,0.39
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.98,15.12,0.77,0.95,0.93,593,0.33
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,11.69,0.69,0.87,0.83,619,0.54
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,10.78,0.54,0.92,0.79,961,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,12.93,0.74,0.87,0.72,304,0.53
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,18.71,0.99,0.88,0.85,354,0.16
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,10.89,0.64,0.88,0.8,720,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,11.33,0.62,0.92,0.91,369,0.24
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.98,13.06,0.77,0.93,0.9,561,0.27
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,11.58,0.59,0.92,0.78,578,0.2
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,12.81,0.73,0.86,0.71,330,0.45
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,11.69,0.66,0.92,0.91,583,0.25
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.86,15.16,0.87,0.88,0.75,786,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,17.9,0.96,0.91,0.86,393,0.3
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,15.59,0.78,0.85,0.78,896,0.26
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,17.74,0.89,0.9,0.86,293,0.46
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.86,12.97,0.72,0.91,0.78,564,0.6
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,19.22,1.05,0.9,0.86,933,0.5
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,13.9,0.7,0.94,0.79,745,0.32
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,15.48,0.91,0.87,0.81,894,0.24
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,18.87,1.1,0.9,0.85,745,0.45
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,10.76,0.59,0.9,0.76,765,0.19
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,11.29,0.57,0.87,0.72,850,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,14.15,0.78,0.94,0.91,304,0.26
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,16.6,0.86,0.91,0.9,853,0.58
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,12.81,0.72,0.91,0.87,865,0.35
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.88,12.38,0.73,0.85,0.75,844,0.18
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,15.45,0.79,0.88,0.83,756,0.45
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,11.11,0.63,0.87,0.76,829,0.58
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,18.67,1.09,0.93,0.77,332,0.36
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,16.01,0.87,0.88,0.87,405,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,14.81,0.86,0.91,0.75,332,0.37
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,19.83,1.12,0.9,0.81,518,0.46
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,15.87,0.79,0.88,0.71,715,0.37
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.8,11.79,0.65,0.85,0.69,827,0.32
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,10.59,0.6,0.88,0.77,537,0.41
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,13.48,0.79,0.86,0.77,365,0.29
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,12.49,0.73,0.91,0.79,727,0.26
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,13.29,0.76,0.86,0.71,989,0.38
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,12.83,0.7,0.85,0.79,733,0.35
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.86,19.38,1.07,0.91,0.79,652,0.46
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,17.89,0.96,0.89,0.88,411,0.22
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,18.72,1.07,0.9,0.81,666,0.2
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,14.96,0.79,0.85,0.77,495,0.34
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,16.79,0.87,0.87,0.7,834,0.55
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,18.84,1.09,0.92,0.86,534,0.41
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,11.06,0.57,0.87,0.71,688,0.41
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,14.13,0.82,0.94,0.84,544,0.24
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,12.28,0.64,0.91,0.75,860,0.42
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,15.31,0.88,0.88,0.77,991,0.37
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,12.14,0.66,0.94,0.91,532,0.28
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,15.17,0.87,0.87,0.82,691,0.58
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,15.48,0.89,0.87,0.83,667,0.23
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,11.59,0.69,0.92,0.75,595,0.28
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,10.12,0.51,0.87,0.78,979,0.52
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,17.42,0.95,0.86,0.83,841,0.27
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,18.3,0.96,0.93,0.9,304,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,15.73,0.86,0.95,0.89,247,0.23
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,11.45,0.59,0.92,0.8,913,0.36
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,19.21,0.96,0.88,0.73,867,0.32
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,18.33,0.95,0.86,0.82,821,0.44
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.98,19.64,1.04,0.85,0.83,483,0.47
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,15.94,0.84,0.93,0.81,621,0.23
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,19.39,1.02,0.88,0.73,913,0.26
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.86,18.43,0.97,0.94,0.81,711,0.21
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.85,18.88,1.0,0.92,0.78,871,0.43
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,10.28,0.52,0.93,0.83,445,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,10.83,0.62,0.92,0.89,723,0.56
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,16.65,0.84,0.85,0.76,410,0.36
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,14.99,0.87,0.92,0.87,365,0.38
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.98,14.78,0.79,0.89,0.87,312,0.42
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,11.82,0.65,0.95,0.87,640,0.47
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.83,17.24,1.01,0.92,0.77,682,0.47
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.91,16.17,0.87,0.94,0.85,384,0.47
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.96,13.37,0.79,0.87,0.84,361,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,12.54,0.64,0.93,0.89,522,0.2
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.9,10.58,0.62,0.89,0.8,690,0.42
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,11.06,0.56,0.87,0.81,667,0.32
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.84,11.79,0.62,0.94,0.78,266,0.31
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.82,10.23,0.61,0.86,0.7,555,0.41
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,11.12,0.58,0.85,0.74,924,0.22
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.87,12.39,0.7,0.92,0.8,670,0.57
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.89,18.9,0.97,0.86,0.76,910,0.51
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,10.96,0.55,0.94,0.91,912,0.23
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.92,13.91,0.75,0.9,0.83,832,0.18
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.95,14.23,0.85,0.9,0.86,390,0.3
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.94,17.71,0.95,0.85,0.8,277,0.16
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.86,15.44,0.87,0.86,0.75,369,0.59
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,16.48,0.89,0.88,0.71,576,0.48
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.81,17.6,0.99,0.93,0.75,692,0.29
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.99,18.05,0.95,0.88,0.87,474,0.29
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.93,11.33,0.62,0.86,0.8,260,0.26
al_7075_recycled,Aluminium 7075,Aluminium,recycled,0.97,18.56,1.0,0.88,0.85,218,0.54
cu_c101_primary,Copper C101,Copper,primary,0.06,78.89,4.5,0.76,0.05,999,0.3
